subset,gen_anc,sex_chr_nonpar_group,variant_qc,capture,csq_set,csq,loftee_label,loftee_flags,max_af,n_non_ref_mean,n_non_ref_min,n_non_ref_max,n_non_ref_q25,n_non_ref_q50,n_non_ref_q75,n_het_mean,n_het_min,n_het_max,n_het_q25,n_het_q50,n_het_q75,n_hom_var_mean,n_hom_var_min,n_hom_var_max,n_hom_var_q25,n_hom_var_q50,n_hom_var_q75,n_hemi_var_mean,n_hemi_var_min,n_hemi_var_max,n_hemi_var_q25,n_hemi_var_q50,n_hemi_var_q75,n_high_ab_het_ref_mean,n_high_ab_het_ref_min,n_high_ab_het_ref_max,n_high_ab_het_ref_q25,n_high_ab_het_ref_q50,n_high_ab_het_ref_q75,n_over_gq_60_mean,n_over_gq_60_min,n_over_gq_60_max,n_over_gq_60_q25,n_over_gq_60_q50,n_over_gq_60_q75,n_over_dp_20_mean,n_over_dp_20_min,n_over_dp_20_max,n_over_dp_20_q25,n_over_dp_20_q50,n_over_dp_20_q75,n_over_dp_30_mean,n_over_dp_30_min,n_over_dp_30_max,n_over_dp_30_q25,n_over_dp_30_q50,n_over_dp_30_q75,n_non_ref_alleles_mean,n_non_ref_alleles_min,n_non_ref_alleles_max,n_non_ref_alleles_q25,n_non_ref_alleles_q50,n_non_ref_alleles_q75,n_singleton_mean,n_singleton_min,n_singleton_max,n_singleton_q25,n_singleton_q50,n_singleton_q75,n_singleton_ti_mean,n_singleton_ti_min,n_singleton_ti_max,n_singleton_ti_q25,n_singleton_ti_q50,n_singleton_ti_q75,n_singleton_tv_mean,n_singleton_tv_min,n_singleton_tv_max,n_singleton_tv_q25,n_singleton_tv_q50,n_singleton_tv_q75,n_insertion_mean,n_insertion_min,n_insertion_max,n_insertion_q25,n_insertion_q50,n_insertion_q75,n_deletion_mean,n_deletion_min,n_deletion_max,n_deletion_q25,n_deletion_q50,n_deletion_q75,n_transition_mean,n_transition_min,n_transition_max,n_transition_q25,n_transition_q50,n_transition_q75,n_transversion_mean,n_transversion_min,n_transversion_max,n_transversion_q25,n_transversion_q50,n_transversion_q75,n_indel_mean,n_indel_min,n_indel_max,n_indel_q25,n_indel_q50,n_indel_q75,n_snp_mean,n_snp_min,n_snp_max,n_snp_q25,n_snp_q50,n_snp_q75,r_ti_tv_mean,r_ti_tv_min,r_ti_tv_max,r_ti_tv_q25,r_ti_tv_q50,r_ti_tv_q75,r_ti_tv_singleton_mean,r_ti_tv_singleton_min,r_ti_tv_singleton_max,r_ti_tv_singleton_q25,r_ti_tv_singleton_q50,r_ti_tv_singleton_q75,r_het_hom_var_mean,r_het_hom_var_min,r_het_hom_var_max,r_het_hom_var_q25,r_het_hom_var_q50,r_het_hom_var_q75,r_insertion_deletion_mean,r_insertion_deletion_min,r_insertion_deletion_max,r_insertion_deletion_q25,r_insertion_deletion_q50,r_insertion_deletion_q75
gnomad,afr,y_nonpar,pass,ukb_broad_intersect,lof,,LC,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,null,null,null,null,null,NaN,null,null,null,null,null,NaN,null,null,null,null,null,NaN,null,null,null,null,null
gnomad,afr,autosome_or_par,pass,ukb_broad_intersect,lof,,,,,139.807945,85,185,132,140,148,109.9857826,61,158,102,110,117,29.82216249,10,58,26,30,33,0,0,0,0,0,0,0.0504181601,0,4,0,0,0,137.0918757,83,184,129,138,146,132.2400239,73,180,123,133,142,118.9112306,48,175,107,120,132,169.6301075,103,223,160,171,180,1.940203106,0,10,1,2,3,0.3023894863,0,4,0,0,1,0.3369772999,0,6,0,0,1,42.91810036,17,75,38,43,48,63.0437276,33,93,58,63,68,35.72120669,15,57,32,36,39,27.94707288,12,51,25,28,31,105.961828,59,149,98,106,114,63.66827957,35,97,59,64,68,1.312673438,0.5675675676,3.071428571,1.103448276,1.275862069,1.466666667,0.2813576601,0,4,0,0,0.5,3.81179024,1.637931034,10.5,3.235294118,3.703703704,4.269230769,0.6871900634,0.3090909091,1.279069767,0.6029411765,0.6779661017,0.7619047619
gnomad,afr,x_nonpar,pass,ukb_broad_intersect,lof,,,,,0.6299880526,0,6,0,0,1,0.4451612903,0,6,0,0,1,0.01839904421,0,2,0,0,0,0.166427718,0,4,0,0,0,0,0,0,0,0,0,0.5915173238,0,6,0,0,1,0.5819593787,0,6,0,0,1,0.51260454,0,6,0,0,1,0.6483870968,0,6,0,0,1,0.02168458781,0,4,0,0,0,0.004181600956,0,1,0,0,0,0.004062126643,0,1,0,0,0,0.02879330944,0,3,0,0,0,0.3352449223,0,3,0,0,1,0.1985065711,0,4,0,0,0,0.08584229391,0,3,0,0,0,0.3640382318,0,4,0,0,1,0.284348865,0,4,0,0,0,0.2181354698,0,3,0,0,0,0,0,0,0,0,0,0.3957654723,0,3,0,0,1,0.03112892452,0,3,0,0,0
gnomad,afr,y_nonpar,pass,ukb_broad_intersect,lof,,,,,4.24E-04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.24E-04,0,1,0,0,0,0,0,0,0,0,0,2.83E-04,0,1,0,0,0,2.83E-04,0,1,0,0,0,2.83E-04,0,1,0,0,0,4.24E-04,0,1,0,0,0,4.24E-04,0,1,0,0,0,1.41E-04,0,1,0,0,0,1.41E-04,0,1,0,0,0,1.41E-04,0,1,0,0,0,0,0,0,0,0,0,1.41E-04,0,1,0,0,0,1.41E-04,0,1,0,0,0,1.41E-04,0,1,0,0,0,2.83E-04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,null,null,null,null,null,NaN,null,null,null,null,null
gnomad,afr,autosome_or_par,pass,ukb_broad_intersect,non_coding,,,,,3814.658363,701,5862,2538,2791,5500,2566.973118,509,4000,1718,1907,3678,1247.685245,192,2260,809,927,1821,0,0,0,0,0,0,0.08219832736,0,7,0,0,0,3682.080824,628,5821,2365,2631,5411,3457.628913,508,5763,2027,2341,5275,3005.762246,370,5622,1556,1949,4779,5062.343608,893,7804,3357,3710,7335,4.968100358,0,47,2,4,7,2.42078853,0,23,1,2,3,2.083572282,0,21,1,2,3,221.413859,30,394,133,155,332,197.0922939,20,361,109,137,304,3168.075149,597,4905,2099,2348,4570,1475.762306,242,2298,994,1108,2116,418.5061529,54,721,243,288,637,4643.837455,839,7119,3113,3459,6692,2.143231382,1.854130053,2.529715762,2.103652517,2.146703807,2.186123348,1.244647992,0,10,0.5,1,1.8,2.076505651,1.134615385,2.846491228,1.98546042,2.062821245,2.149336283,1.159898463,0.7205882353,2.9,1.073426573,1.137614679,1.225
gnomad,afr,x_nonpar,pass,ukb_broad_intersect,non_coding,,,,,49.92634409,1,121,26,44,75,25.15400239,0,95,0,23,49,9.425029869,0,54,0,5,14,15.34731183,0,82,0,0,24,8.96E-04,0,2,0,0,0,42.74091995,0,120,19,35,72,40.66039427,0,117,18,31,69,31.82043011,0,107,11,22,50,59.35137395,1,157,28,50,90,0.1050776583,0,5,0,0,0,0.05627240143,0,3,0,0,0,0.04020310633,0,2,0,0,0,5.573715651,0,21,2,4,9,2.300537634,0,14,0,1,4,33.42144564,0,93,18,29,53,18.05567503,0,54,9,16,25,7.874253286,0,30,2,5,14,51.47712067,1,134,26,45,77,2.011582059,0,19,1.567567568,1.848484848,2.235294118,0.09542586751,0,2,0,0,0,3.683762376,0.5740740741,40,2.151515152,2.807692308,4.142857143,2.474716395,0,20,1.5,2,3
gnomad,afr,y_nonpar,pass,ukb_broad_intersect,non_coding,,,,,0.01681503462,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01681503462,0,1,0,0,0,0,0,0,0,0,0,0.003108661862,0,1,0,0,0,0.003815175922,0,1,0,0,0,9.89E-04,0,1,0,0,0,0.01681503462,0,1,0,0,0,7.07E-04,0,1,0,0,0,4.24E-04,0,1,0,0,0,2.83E-04,0,1,0,0,0,0.014271584,0,1,0,0,0,0,0,0,0,0,0,0.002119542179,0,1,0,0,0,4.24E-04,0,1,0,0,0,0.014271584,0,1,0,0,0,0.002543450615,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,null,null,null,null,null,NaN,null,null,null,null,null
gnomad,afr,autosome_or_par,pass,ukb_broad_intersect,,frameshift_variant,HC,no_flags,,25.43655914,10,46,22,25,29,21.37825568,7,41,18,21,24,4.058303465,0,12,3,4,5,0,0,0,0,0,0,0.003046594982,0,1,0,0,0,24.78154122,9,46,22,25,28,23.66947431,7,44,20,23,27,20.69390681,4,42,17,21,24,29.4948626,12,52,26,29,33,0.926344086,0,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,11.34109916,2,27,9,11,13,18.15376344,4,37,15,18,21,0,0,0,0,0,0,0,0,0,0,0,0,29.4948626,12,52,26,29,33,0,0,0,0,0,0,NaN,null,null,null,null,null,NaN,null,null,null,null,null,6.656022609,0.875,39,3.833333333,5.333333333,7.666666667,0.6537181227,0.1052631579,3,0.5,0.625,0.7777777778
gnomad,afr,x_nonpar,pass,ukb_broad_intersect,,frameshift_variant,HC,no_flags,,0.2885902031,0,4,0,0,1,0.1935483871,0,4,0,0,0,0.01589008363,0,1,0,0,0,0.07915173238,0,3,0,0,0,0,0,0,0,0,0,0.2621266428,0,4,0,0,1,0.2557945042,0,4,0,0,1,0.2158303465,0,3,0,0,0,0.3044802867,0,4,0,0,1,0.009737156511,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01971326165,0,2,0,0,0,0.2847670251,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.3044802867,0,4,0,0,1,0,0,0,0,0,0,NaN,null,null,null,null,null,NaN,null,null,null,null,null,0.05263157895,0,1,0,0,0,0.02339845525,0,2,0,0,0
gnomad,afr,y_nonpar,pass,ukb_broad_intersect,,frameshift_variant,HC,no_flags,,1.41E-04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41E-04,0,1,0,0,0,0,0,0,0,0,0,1.41E-04,0,1,0,0,0,1.41E-04,0,1,0,0,0,1.41E-04,0,1,0,0,0,1.41E-04,0,1,0,0,0,1.41E-04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41E-04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41E-04,0,1,0,0,0,0,0,0,0,0,0,NaN,null,null,null,null,null,NaN,null,null,null,null,null,NaN,null,null,null,null,null,NaN,null,null,null,null,null
gnomad,afr,autosome_or_par,pass,ukb_broad_intersect,,frameshift_variant,HC,with_flags,,24.2916368,9,44,21,24,27,19.29796894,5,39,16,19,22,4.993667861,0,16,3,5,6,0,0,0,0,0,0,0.01726403823,0,3,0,0,0,23.47066906,8,43,20,23,27,22.25310633,6,43,19,22,25,19.36971326,3,41,16,19,23,29.28530466,11,55,25,29,33,0.1730585424,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.47293907,2,33,12,14,17,14.81236559,3,31,12,15,17,0,0,0,0,0,0,0,0,0,0,0,0,29.28530466,11,55,25,29,33,0,0,0,0,0,0,NaN,null,null,null,null,null,NaN,null,null,null,null,null,5.119840966,0.5,36,2.8,4,6,1.023559959,0.15,5,0.7777777778,1,1.210526316
gnomad,afr,x_nonpar,pass,ukb_broad_intersect,,frameshift_variant,HC,with_flags,,0.006810035842,0,2,0,0,0,0.005017921147,0,2,0,0,0,0,0,0,0,0,0,0.001792114695,0,1,0,0,0,0,0,0,0,0,0,0.006391875747,0,2,0,0,0,0.00633213859,0,2,0,0,0,0.005256869773,0,2,0,0,0,0.006810035842,0,2,0,0,0,4.18E-04,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005555555556,0,1,0,0,0,0.001254480287,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006810035842,0,2,0,0,0,0,0,0,0,0,0,NaN,null,null,null,null,null,NaN,null,null,null,null,null,NaN,null,null,null,null,null,0,0,0,0,0,0
gnomad,afr,y_nonpar,pass,ukb_broad_intersect,,frameshift_variant,HC,with_flags,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,null,null,null,null,null,NaN,null,null,null,null,null,NaN,null,null,null,null,null,NaN,null,null,null,null,null
gnomad,afr,autosome_or_par,pass,ukb_broad_intersect,,frameshift_variant,HC,,,49.72819594,23,78,45,50,55,40.67622461,14,69,36,40,45,9.051971326,1,22,7,9,11,0,0,0,0,0,0,0.02031063321,0,4,0,0,0,48.25221027,23,77,43,48,53,45.92258065,16,74,41,46,51,40.06362007,13,71,34,40,46,58.78016726,31,94,53,59,64,1.099402628,0,9,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,25.81403823,6,47,22,26,29,32.96612903,14,58,29,33,37,0,0,0,0,0,0,0,0,0,0,0,0,58.78016726,31,94,53,59,65,0,0,0,0,0,0,NaN,null,null,null,null,null,NaN,null,null,null,null,null,5.151001857,1.25,53,3.555555556,4.6,6,0.7996666827,0.2222222222,1.9375,0.6666666667,0.7837837838,0.9166666667
gnomad,afr,x_nonpar,pass,ukb_broad_intersect,,frameshift_variant,HC,,,0.2954002389,0,4,0,0,1,0.1985663082,0,4,0,0,0,0.01589008363,0,1,0,0,0,0.08094384707,0,3,0,0,0,0,0,0,0,0,0,0.2685185185,0,4,0,0,1,0.2621266428,0,4,0,0,0,0.2210872162,0,3,0,0,0,0.3112903226,0,4,0,0,1,0.01015531661,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0252688172,0,2,0,0,0,0.2860215054,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.3112903226,0,4,0,0,1,0,0,0,0,0,0,NaN,null,null,null,null,null,NaN,null,null,null,null,null,0.05639097744,0,1,0,0,0,0.02752605347,0,2,0,0,0
gnomad,afr,y_nonpar,pass,ukb_broad_intersect,,frameshift_variant,HC,,,1.41E-04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41E-04,0,1,0,0,0,0,0,0,0,0,0,1.41E-04,0,1,0,0,0,1.41E-04,0,1,0,0,0,1.41E-04,0,1,0,0,0,1.41E-04,0,1,0,0,0,1.41E-04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41E-04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41E-04,0,1,0,0,0,0,0,0,0,0,0,NaN,null,null,null,null,null,NaN,null,null,null,null,null,NaN,null,null,null,null,null,NaN,null,null,null,null,null
gnomad,afr,autosome_or_par,pass,ukb_broad_intersect,,frameshift_variant,LC,,,27.70412186,13,48,25,28,31,20.51266428,6,44,18,20,23,7.191457587,1,17,6,7,9,0,0,0,0,0,0,0.002449223417,0,2,0,0,0,27.30077658,13,48,24,27,30,26.71206691,11,48,24,27,30,24.70053763,7,48,21,25,28,34.89557945,15,61,31,35,38,0.1462365591,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.90985663,4,27,11,13,15,21.98572282,6,40,19,22,25,0,0,0,0,0,0,0,0,0,0,0,0,34.89557945,15,61,31,35,38,0,0,0,0,0,0,NaN,null,null,null,null,null,NaN,null,null,null,null,null,3.231224732,0.5714285714,31,2.222222222,2.857142857,3.8,0.6080001559,0.1538461538,2.222222222,0.4782608696,0.5833333333,0.7083333333
gnomad,afr,x_nonpar,pass,ukb_broad_intersect,,frameshift_variant,LC,,,0.05035842294,0,4,0,0,0,0.03769414576,0,4,0,0,0,1.19E-04,0,1,0,0,0,0.01254480287,0,2,0,0,0,0,0,0,0,0,0,0.0468339307,0,4,0,0,0,0.04605734767,0,4,0,0,0,0.04091995221,0,4,0,0,0,0.05047789725,0,4,0,0,0,0.002628434886,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002927120669,0,3,0,0,0,0.04755077658,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05047789725,0,4,0,0,0,0,0,0,0,0,0,NaN,null,null,null,null,null,NaN,null,null,null,null,null,0,0,0,0,0,0,0.008939974457,0,3,0,0,0
gnomad,afr,y_nonpar,pass,ukb_broad_intersect,,frameshift_variant,LC,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,null,null,null,null,null,NaN,null,null,null,null,null,NaN,null,null,null,null,null,NaN,null,null,null,null,null
gnomad,afr,autosome_or_par,pass,ukb_broad_intersect,,frameshift_variant,,,,78.41451613,41,115,72,78,84,61.95298686,26,97,57,62,68,16.46152927,3,35,14,16,19,0,0,0,0,0,0,0.02275985663,0,4,0,0,0,76.5255675,41,115,71,77,83,73.60125448,36,115,67,74,81,65.70382318,24,111,58,66,74,94.8760454,54,134,88,95,102,1.253584229,0,9,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,39.81887694,16,72,36,40,45,55.05716846,27,85,50,55,60,0,0,0,0,0,0,0,0,0,0,0,0,94.8760454,54,134,88,95,102,0,0,0,0,0,0,NaN,null,null,null,null,null,NaN,null,null,null,null,null,4.010389913,1.21875,20.66666667,3.166666667,3.8,4.642857143,0.731948199,0.3333333333,1.469387755,0.6349206349,0.7192982456,0.8163265306
gnomad,afr,x_nonpar,pass,ukb_broad_intersect,,frameshift_variant,,,,0.3464755078,0,4,0,0,1,0.2369175627,0,4,0,0,0,0.01600955795,0,1,0,0,0,0.0935483871,0,3,0,0,0,0,0,0,0,0,0,0.3160095579,0,4,0,0,1,0.308781362,0,4,0,0,1,0.2624253286,0,4,0,0,0,0.3624850657,0,4,0,0,1,0.01296296296,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02831541219,0,3,0,0,0,0.3341696535,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.3624850657,0,4,0,0,1,0,0,0,0,0,0,NaN,null,null,null,null,null,NaN,null,null,null,null,null,0.1007462687,0,1,0,0,0,0.03099685345,0,3,0,0,0
gnomad,afr,y_nonpar,pass,ukb_broad_intersect,,frameshift_variant,,,,1.41E-04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41E-04,0,1,0,0,0,0,0,0,0,0,0,1.41E-04,0,1,0,0,0,1.41E-04,0,1,0,0,0,1.41E-04,0,1,0,0,0,1.41E-04,0,1,0,0,0,1.41E-04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41E-04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41E-04,0,1,0,0,0,0,0,0,0,0,0,NaN,null,null,null,null,null,NaN,null,null,null,null,null,NaN,null,null,null,null,null,NaN,null,null,null,null,null
gnomad,afr,autosome_or_par,pass,ukb_broad_intersect,,intergenic_variant,,,,4.643189964,0,9,5,5,5,2.351015532,0,8,0,1,4,2.292174432,0,7,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,4.567383513,0,9,5,5,5,4.52646356,0,9,5,5,5,4.310872162,0,9,4,5,5,6.935364397,0,14,5,6,10,4.78E-04,0,1,0,0,0,2.39E-04,0,1,0,0,0,1.79E-04,0,1,0,0,0,0,0,0,0,0,0,0.05394265233,0,2,0,0,0,3.991995221,0,10,3,3,6,2.889426523,0,5,2,3,4,0.05394265233,0,2,0,0,0,6.881421744,0,13,5,6,10,1.350264195,0,7,1,1.5,1.5,0,0,0,0,0,0,1.35665436,0,7,0,0.2,4,0,0,0,0,0,0
gnomad,afr,x_nonpar,pass,ukb_broad_intersect,,intergenic_variant,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,null,null,null,null,null,NaN,null,null,null,null,null,NaN,null,null,null,null,null,NaN,null,null,null,null,null
gnomad,afr,y_nonpar,pass,ukb_broad_intersect,,intergenic_variant,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,null,null,null,null,null,NaN,null,null,null,null,null,NaN,null,null,null,null,null,NaN,null,null,null,null,null
gnomad,afr,autosome_or_par,pass,ukb_broad_intersect,,intron_variant,,,,2207.044205,369,3371,1538,1713,3126,1494.453883,266,2303,1046,1161,2099,712.5903226,103,1296,478,557,1025,0,0,0,0,0,0,0.03876941458,0,5,0,0,0,2125.988949,332,3347,1418,1601,3065,1983.487097,255,3319,1201,1389,2974,1706.417384,199,3236,914,1143,2672,2919.634528,472,4474,2020,2266,4160,2.892413381,0,30,1,2,4,1.416905615,0,16,0,1,2,1.215053763,0,11,0,1,2,125.2673835,17,218,82,100,180,105.4182796,7,202,62,81,158,1830.946416,305,2810,1253,1415,2605,858.0024492,138,1342,605,678,1204,230.6856631,29,401,146,172,338,2688.948865,443,4116,1854,2081,3819,2.119153016,1.686567164,2.414634146,2.066666667,2.126279863,2.176237624,1.030981207,0,9,0,1,1.5,2.126595966,0.9644012945,2.965174129,2.020038168,2.109533469,2.223504722,1.255063613,0.6511627907,4.285714286,1.110429448,1.197368421,1.337748344
gnomad,afr,x_nonpar,pass,ukb_broad_intersect,,intron_variant,,,,30.12724014,0,77,17,27,43,15.53608124,0,60,0,14,29,5.394563919,0,30,0,3,9,9.196594982,0,50,0,0,16,3.58E-04,0,1,0,0,0,25.9942055,0,76,12,22,41,24.5702509,0,75,11,19,38,19.11875747,0,73,6,14,31,35.52180406,0,99,18,31,48,0.05752688172,0,5,0,0,0,0.03124253286,0,2,0,0,0,0.02168458781,0,2,0,0,0,3.822879331,0,16,1,3,6,0.7435483871,0,6,0,0,1,19.71027479,0,58,10,17,28,11.24510155,0,34,6,10,16,4.566427718,0,19,1,3,8,30.95537634,0,87,17,28,42,1.863072083,0,13,1.4,1.75,2.142857143,0.08260869565,0,2,0,0,0,3.87721099,0.375,38,2.157894737,2.928571429,4.333333333,4.154101825,0,16,2.333333333,3.5,5
gnomad,afr,y_nonpar,pass,ukb_broad_intersect,,intron_variant,,,,0.01681503462,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01681503462,0,1,0,0,0,0,0,0,0,0,0,0.003108661862,0,1,0,0,0,0.003815175922,0,1,0,0,0,9.89E-04,0,1,0,0,0,0.01681503462,0,1,0,0,0,7.07E-04,0,1,0,0,0,4.24E-04,0,1,0,0,0,2.83E-04,0,1,0,0,0,0.014271584,0,1,0,0,0,0,0,0,0,0,0,0.002119542179,0,1,0,0,0,4.24E-04,0,1,0,0,0,0.014271584,0,1,0,0,0,0.002543450615,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,null,null,null,null,null,NaN,null,null,null,null,null
gnomad,afr,autosome_or_par,pass,ukb_broad_intersect,,missense_variant,,,,9624.729211,7673,10457,9429,9744,9910,6482.844683,4158,7105,6381,6542,6648,3141.884528,2207,4043,3020,3165,3299,0,0,0,0,0,0,0.2333930705,0,9,0,0,0,9477.080765,7331,10445,9211,9623,9816,9277.014875,6845,10437,8885,9465,9746,8537.23184,5334,10366,7926,8687,9287,12766.61374,9881,13937,12428,12903,13208,20.32670251,2,87,15,19,24,9.606212664,0,45,7,9,12,10.72048984,0,48,8,10,13,0,0,0,0,0,0,0,0,0,0,0,0,8703.967682,6826,9466,8502,8784,8990,4062.646057,3055,4540,3943,4118,4218,0,0,0,0,0,0,12766.61374,9881,13937,12433,12902,13208,2.143583321,2.007062147,2.325353331,2.118089861,2.141565548,2.16747182,1.016363104,0,13,0.6666666667,0.9,1.25,2.069330735,1.136997539,2.697134005,1.994478528,2.057124722,2.126219704,NaN,null,null,null,null,null
gnomad,afr,x_nonpar,pass,ukb_broad_intersect,,missense_variant,,,,105.4369773,18,171,80,112,131,58.34713262,0,142,0,89,104,15.45143369,0,67,0,17,29,31.63841099,0,113,0,0,74,0.003584229391,0,2,0,0,0,98.46015532,8,171,64,111,130,97.29623656,8,171,65,108,128,85.20352449,0,168,48,97,121,120.888411,18,209,80,131,160,0.4719832736,0,8,0,0,1,0.2499402628,0,5,0,0,0,0.2220430108,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.85561529,13,146,52,87,105,41.0327957,2,80,27,43,55,0,0,0,0,0,0,120.888411,18,209,80,132,160,2.000302945,0.9736842105,8.5,1.75,1.945454545,2.169491525,0.2987613672,0,5,0,0,0.5,4.37856797,0.7611940299,44,3.096774194,3.733333333,4.692307692,NaN,null,null,null,null,null
gnomad,afr,y_nonpar,pass,ukb_broad_intersect,,missense_variant,,,,0.806132542,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.806132542,0,3,1,1,1,0,0,0,0,0,0,0.7111770524,0,3,0,1,1,0.7145683199,0,3,0,1,1,0.4116150911,0,2,0,0,1,0.806132542,0,3,1,1,1,0.006923837784,0,1,0,0,0,0.004097781546,0,1,0,0,0,0.002826056239,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01865197117,0,2,0,0,0,0.7874805709,0,2,1,1,1,0,0,0,0,0,0,0.806132542,0,3,1,1,1,0.01326790258,0,2,0,0,0,0,0,0,0,0,0,NaN,null,null,null,null,null,NaN,null,null,null,null,null
gnomad,afr,autosome_or_par,pass,ukb_broad_intersect,,splice_acceptor_variant,HC,no_flags,,2.674074074,0,7,2,3,3,0.9896654719,0,6,0,1,1,1.684408602,0,5,1,2,2,0,0,0,0,0,0,0.01248506571,0,1,0,0,0,2.564994026,0,7,2,3,3,2.512485066,0,7,2,2,3,2.194504182,0,7,2,2,3,4.358482676,0,10,3,4,5,0.01571087216,0,3,0,0,0,0.002329749104,0,1,0,0,0,0.001612903226,0,2,0,0,0,1.79E-04,0,1,0,0,0,3.398864994,0,9,2,4,4,0.2448028674,0,3,0,0,0,0.7146356033,0,3,0,1,1,3.399044205,0,9,2,4,4,0.9594384707,0,5,0,1,1,0.2290437243,0,3,0,0,0,0,0,0,0,0,0,0.7230403871,0,6,0,0.5,1,5.97E-05,0,0.5,0,0,0
